species,reference_strain,reference_genome_accession,reference_identifier,reference_identifier_source,seqname,start,end,reference_feature_type,reference_gene_name,norm_pos,type
Bacillus subtilis,subsp. subtilis 168,GCF_000009045.1,BSU18640,locus_tag,NC_000964.3,2033895,2034572,gene,yoaK,0.9642215140599003,ter
Bacillus subtilis,subsp. subtilis 168,GCF_000009045.1,BSU18650,locus_tag,NC_000964.3,2034745,2035782,gene,pelB,0.9647101745276955,ter
Bacillus subtilis,subsp. subtilis 168,GCF_000009045.1,BSU18660,locus_tag,NC_000964.3,2036039,2036722,gene,yoaM,0.9652401102000518,ter
Bacillus subtilis,subsp. subtilis 168,GCF_000009045.1,BSU18669,locus_tag,NC_000964.3,2037063,2037368,gene,yozS,0.965636257278313,ter
Bacillus subtilis,subsp. subtilis 168,GCF_000009045.1,BSU18670,locus_tag,NC_000964.3,2037601,2038779,gene,oxdD,0.9660985870121639,ter
Bacillus subtilis,subsp. subtilis 168,GCF_000009045.1,BSU18680,locus_tag,NC_000964.3,2038902,2039390,gene,yoaO,0.9665521398346999,ter
Bacillus subtilis,subsp. subtilis 168,GCF_000009045.1,BSU18689,locus_tag,NC_000964.3,2039415,2039570,gene,,0.9667165290114873,ter
Bacillus subtilis,subsp. subtilis 168,GCF_000009045.1,BSU18690,locus_tag,NC_000964.3,2039610,2040365,gene,yoaP,0.9669513706926122,ter
Bacillus subtilis,subsp. subtilis 168,GCF_000009045.1,BSU18700,locus_tag,NC_000964.3,2040673,2041029,gene,yoaQ,0.9673610389585744,ter
Bacillus subtilis,subsp. subtilis 168,GCF_000009045.1,BSU18709,locus_tag,NC_000964.3,2040988,2041227,gene,yozT,0.9674827296478845,ter
Bacillus subtilis,subsp. subtilis 168,GCF_000009045.1,BSU18710,locus_tag,NC_000964.3,2041330,2041827,gene,yozF,0.9677061850656822,ter
Bacillus subtilis,subsp. subtilis 168,GCF_000009045.1,BSU18720,locus_tag,NC_000964.3,2041928,2042839,gene,yoaR,0.9680880993147841,ter
Bacillus subtilis,subsp. subtilis 168,GCF_000009045.1,BSU18730,locus_tag,NC_000964.3,2043186,2043668,gene,yoaS,0.9685831645557009,ter
Bacillus subtilis,subsp. subtilis 168,GCF_000009045.1,BSU18740,locus_tag,NC_000964.3,2043678,2043932,gene,yozG,0.9687624982031053,ter
Bacillus subtilis,subsp. subtilis 168,GCF_000009045.1,BSU18750,locus_tag,NC_000964.3,2044038,2044832,gene,yoaT,0.969061387615446,ter
Bacillus subtilis,subsp. subtilis 168,GCF_000009045.1,BSU18760,locus_tag,NC_000964.3,2044956,2045828,gene,yoaU,0.9695154148656208,ter
Bacillus subtilis,subsp. subtilis 168,GCF_000009045.1,BSU18770,locus_tag,NC_000964.3,2045929,2046807,gene,yoaV,0.9699784562409295,ter
Bacillus subtilis,subsp. subtilis 168,GCF_000009045.1,BSU18780,locus_tag,NC_000964.3,2046980,2047411,gene,yoaW,0.9703710451119009,ter
Bacillus subtilis,subsp. subtilis 168,GCF_000009045.1,BSU18790,locus_tag,NC_000964.3,2047675,2048307,gene,yoaZ,0.9707484522984359,ter
Bacillus subtilis,subsp. subtilis 168,GCF_000009045.1,BSU18800,locus_tag,NC_000964.3,2048533,2049453,gene,penP,0.9712238287923491,ter
Bacillus subtilis,subsp. subtilis 168,GCF_000009045.1,BSU18810,locus_tag,NC_000964.3,2049950,2050312,gene,yobA,0.9717637274451171,ter
Bacillus subtilis,subsp. subtilis 168,GCF_000009045.1,BSU18819,locus_tag,NC_000964.3,2050373,2050585,pseudogene,yozU,0.9719288282633624,ter
Bacillus subtilis,subsp. subtilis 168,GCF_000009045.1,BSU18820,locus_tag,NC_000964.3,2050689,2050952,gene,yobB,0.9720908453019566,ter
Bacillus subtilis,subsp. subtilis 168,GCF_000009045.1,BSU18830,locus_tag,NC_000964.3,2051329,2053929,gene,yppS,0.9729488476864299,ter
Bacillus subtilis,subsp. subtilis 168,GCF_000009045.1,BSU18840,locus_tag,NC_000964.3,2054599,2055240,gene,xynA,0.9740355241927258,ter
Bacillus subtilis,subsp. subtilis 168,GCF_000009045.1,BSU18849,locus_tag,NC_000964.3,2055868,2056107,gene,yozV,0.9745422129107891,ter
Bacillus subtilis,subsp. subtilis 168,GCF_000009045.1,BSU18850,locus_tag,NC_000964.3,2056278,2056616,gene,yobD,0.9747602124107424,ter
Bacillus subtilis,subsp. subtilis 168,GCF_000009045.1,BSU18860,locus_tag,NC_000964.3,2056650,2057006,gene,yozH,0.9749409693410627,ter
Bacillus subtilis,subsp. subtilis 168,GCF_000009045.1,BSU18870,locus_tag,NC_000964.3,2057214,2057579,gene,yozI,0.9752106814536273,ter
Bacillus subtilis,subsp. subtilis 168,GCF_000009045.1,BSU18880,locus_tag,NC_000964.3,2057801,2058460,gene,yobE,0.9755589113403862,ter
Bacillus subtilis,subsp. subtilis 168,GCF_000009045.1,BSU18890,locus_tag,NC_000964.3,2058715,2059638,gene,yobF,0.9760551626503995,ter
Bacillus subtilis,subsp. subtilis 168,GCF_000009045.1,BSU18898,locus_tag,NC_000964.3,2059691,2059864,gene,yozW,0.9763402936612198,ter
Bacillus subtilis,subsp. subtilis 168,GCF_000009045.1,BSU18899,locus_tag,NC_000964.3,2060009,2060233,gene,yozX,0.9765032595550912,ter
Bacillus subtilis,subsp. subtilis 168,GCF_000009045.1,BSU18900,locus_tag,NC_000964.3,2060237,2060692,gene,yozJ,0.9766662254489628,ter
Bacillus subtilis,subsp. subtilis 168,GCF_000009045.1,BSU18908,locus_tag,NC_000964.3,2060817,2061077,gene,yozY,0.9768951367846046,ter
Bacillus subtilis,subsp. subtilis 168,GCF_000009045.1,BSU18909,locus_tag,NC_000964.3,2061855,2061995,pseudogene,yozZ,0.9773591270151907,ter
Bacillus subtilis,subsp. subtilis 168,GCF_000009045.1,BSU18910,locus_tag,NC_000964.3,2062150,2063265,gene,rapK,0.9777303666424234,ter
Bacillus subtilis,subsp. subtilis 168,GCF_000009045.1,BSU18920,locus_tag,NC_000964.3,2063262,2063384,gene,phrK,0.978022376854004,ter
Bacillus subtilis,subsp. subtilis 168,GCF_000009045.1,BSU18930,locus_tag,NC_000964.3,2063510,2064163,pseudogene,yobHc,0.9782659954464435,ter
Bacillus subtilis,subsp. subtilis 168,GCF_000009045.1,BSU18940,locus_tag,NC_000964.3,2064200,2064547,pseudogene,yobHm,0.9785207630883911,ter
Bacillus subtilis,subsp. subtilis 168,GCF_000009045.1,BSU18950,locus_tag,NC_000964.3,2064540,2064833,gene,yozL,0.9786692589392841,ter
Bacillus subtilis,subsp. subtilis 168,GCF_000009045.1,BSU18960,locus_tag,NC_000964.3,2065042,2065377,gene,yozM,0.9789173845942908,ter
Bacillus subtilis,subsp. subtilis 168,GCF_000009045.1,BSU18970,locus_tag,NC_000964.3,2065424,2069029,gene,yobI,0.9798743051414197,ter
Bacillus subtilis,subsp. subtilis 168,GCF_000009045.1,BSU18978,locus_tag,NC_000964.3,2069883,2069975,gene,bsrE,0.9811564458348337,ter
Bacillus subtilis,subsp. subtilis 168,GCF_000009045.1,BSU18979,locus_tag,NC_000964.3,2069262,2069561,pseudogene,yoyA,0.9809109295318396,ter
Bacillus subtilis,subsp. subtilis 168,GCF_000009045.1,BSU18980,locus_tag,NC_000964.3,2070244,2071086,gene,yobJ,0.9815056245768699,ter
Bacillus subtilis,subsp. subtilis 168,GCF_000009045.1,BSU18990,locus_tag,NC_000964.3,2071286,2071744,gene,rttM,0.9819088880697106,ter
Bacillus subtilis,subsp. subtilis 168,GCF_000009045.1,BSU19000,locus_tag,NC_000964.3,2071754,2073556,gene,rttL,0.9824497355777556,ter
Bacillus subtilis,subsp. subtilis 168,GCF_000009045.1,BSU19010,locus_tag,NC_000964.3,2073658,2074215,gene,yobM,0.9830577145966677,ter
Bacillus subtilis,subsp. subtilis 168,GCF_000009045.1,BSU19020,locus_tag,NC_000964.3,2074343,2075779,gene,yobN,0.983591208476314,ter
Bacillus subtilis,subsp. subtilis 168,GCF_000009045.1,BSU19030,locus_tag,NC_000964.3,2076206,2078626,gene,yobO,0.9847084855653019,ter
Bacillus subtilis,subsp. subtilis 168,GCF_000009045.1,BSU19040,locus_tag,NC_000964.3,2079214,2079546,gene,csaA,0.9856402614475831,ter
Bacillus subtilis,subsp. subtilis 168,GCF_000009045.1,BSU19050,locus_tag,NC_000964.3,2079611,2080336,gene,yobQ,0.9859218342511136,ter
Bacillus subtilis,subsp. subtilis 168,GCF_000009045.1,BSU19060,locus_tag,NC_000964.3,2080351,2081094,gene,yobR,0.9862771805524521,ter
Bacillus subtilis,subsp. subtilis 168,GCF_000009045.1,BSU19070,locus_tag,NC_000964.3,2081172,2081747,gene,yobS,0.9866268337221268,ter
Bacillus subtilis,subsp. subtilis 168,GCF_000009045.1,BSU19080,locus_tag,NC_000964.3,2081753,2082454,gene,yobT,0.9869323651214084,ter
Bacillus subtilis,subsp. subtilis 168,GCF_000009045.1,BSU19090,locus_tag,NC_000964.3,2082531,2083013,gene,yobU,0.9872495199978366,ter
Bacillus subtilis,subsp. subtilis 168,GCF_000009045.1,BSU19100,locus_tag,NC_000964.3,2083067,2084008,gene,yobV,0.9876126943552125,ter
Bacillus subtilis,subsp. subtilis 168,GCF_000009045.1,BSU19110,locus_tag,NC_000964.3,2084214,2084759,gene,yobW,0.9880629261842782,ter
Bacillus subtilis,subsp. subtilis 168,GCF_000009045.1,BSU19120,locus_tag,NC_000964.3,2084786,2085109,gene,czrA,0.9882816373256894,ter
Bacillus subtilis,subsp. subtilis 168,GCF_000009045.1,BSU19130,locus_tag,NC_000964.3,2085303,2085980,gene,yocA,0.9886108901069027,ter
Bacillus subtilis,subsp. subtilis 168,GCF_000009045.1,BSU19140,locus_tag,NC_000964.3,2086070,2086606,gene,yozB,0.9889413289572128,ter
Bacillus subtilis,subsp. subtilis 168,GCF_000009045.1,BSU19150,locus_tag,NC_000964.3,2086743,2087525,gene,yocB,0.9893189733575671,ter
Bacillus subtilis,subsp. subtilis 168,GCF_000009045.1,BSU19160,locus_tag,NC_000964.3,2087696,2088193,gene,yocC,0.98970349695868165,ter
Bacillus subtilis,subsp. subtilis 168,GCF_000009045.1,BSU19170,locus_tag,NC_000964.3,2088257,2089234,gene,yocD,0.9900835134972291,ter
Bacillus subtilis,subsp. subtilis 168,GCF_000009045.1,BSU19180,locus_tag,NC_000964.3,2089396,2090454,gene,desE,0.9906431008970004,ter
Bacillus subtilis,subsp. subtilis 168,GCF_000009045.1,BSU19190,locus_tag,NC_000964.3,2090574,2091686,gene,desK,0.9912147862015568,ter
Bacillus subtilis,subsp. subtilis 168,GCF_000009045.1,BSU19200,locus_tag,NC_000964.3,2091705,2092304,gene,desR,0.991629673171544,ter
Bacillus subtilis,subsp. subtilis 168,GCF_000009045.1,BSU19210,locus_tag,NC_000964.3,2092899,2093762,gene,walL,0.9922587642203754,ter
Bacillus subtilis,subsp. subtilis 168,GCF_000009045.1,BSU19220,locus_tag,NC_000964.3,2094010,2095785,gene,recQ,0.9930021923301181,ter
Bacillus subtilis,subsp. subtilis 168,GCF_000009045.1,BSU19230,locus_tag,NC_000964.3,2096350,2096976,gene,azoJ,0.9938397943261301,ter
Bacillus subtilis,subsp. subtilis 168,GCF_000009045.1,BSU19240,locus_tag,NC_000964.3,2097126,2097617,gene,yocK,0.9941759263081037,ter
Bacillus subtilis,subsp. subtilis 168,GCF_000009045.1,BSU19250,locus_tag,NC_000964.3,2097692,2098024,gene,yocL,0.9944067353543002,ter
Bacillus subtilis,subsp. subtilis 168,GCF_000009045.1,BSU19259,locus_tag,NC_000964.3,2098102,2098329,gene,yoyB,0.9945763432351126,ter
Bacillus subtilis,subsp. subtilis 168,GCF_000009045.1,BSU19260,locus_tag,NC_000964.3,2098316,2098792,gene,yocM,0.9947369369907909,ter
Bacillus subtilis,subsp. subtilis 168,GCF_000009045.1,BSU19270,locus_tag,NC_000964.3,2098859,2099122,gene,yozN,0.9949440246550555,ter
Bacillus subtilis,subsp. subtilis 168,GCF_000009045.1,BSU19280,locus_tag,NC_000964.3,2099127,2099360,gene,yocN,0.9950640548476305,ter
Bacillus subtilis,subsp. subtilis 168,GCF_000009045.1,BSU19290,locus_tag,NC_000964.3,2099446,2099790,gene,yozO,0.9952417279982997,ter
Bacillus subtilis,subsp. subtilis 168,GCF_000009045.1,BSU19300,locus_tag,NC_000964.3,2100147,2100350,gene,yozC,0.9955408546244597,ter
Bacillus subtilis,subsp. subtilis 168,GCF_000009045.1,BSU19310,locus_tag,NC_000964.3,2100580,2102067,gene,dhaS,0.9960508643359934,ter
Bacillus subtilis,subsp. subtilis 168,GCF_000009045.1,BSU19320,locus_tag,NC_000964.3,2102168,2104066,gene,sqhC,0.9969017503058872,ter
Bacillus subtilis,subsp. subtilis 168,GCF_000009045.1,BSU19330,locus_tag,NC_000964.3,2104056,2104901,gene,sodF,0.9975476835358902,ter
Bacillus subtilis,subsp. subtilis 168,GCF_000009045.1,BSU19340,locus_tag,NC_000964.3,2104934,2106271,gene,yocR,0.9980809402017171,ter
Bacillus subtilis,subsp. subtilis 168,GCF_000009045.1,BSU19350,locus_tag,NC_000964.3,2106490,2107455,gene,yocS,0.9987309060666485,ter
Bacillus subtilis,subsp. subtilis 168,GCF_000009045.1,BSU19360,locus_tag,NC_000964.3,2107505,2108758,gene,odhB,0.9992807676998278,ter
Bacillus subtilis,subsp. subtilis 168,GCF_000009045.1,BSU19370,locus_tag,NC_000964.3,2108774,2111608,gene,odhA,0.9997421485784013,ter
Bacillus subtilis,subsp. subtilis 168,GCF_000009045.1,BSU19380,locus_tag,NC_000964.3,2111837,2113753,gene,yojO,0.998506739007393,ter
Bacillus subtilis,subsp. subtilis 168,GCF_000009045.1,BSU19390,locus_tag,NC_000964.3,2113764,2114678,gene,yojN,0.997830205194698,ter
Bacillus subtilis,subsp. subtilis 168,GCF_000009045.1,BSU19400,locus_tag,NC_000964.3,2114742,2115332,gene,sodC,0.9974430722415709,ter
Bacillus subtilis,subsp. subtilis 168,GCF_000009045.1,BSU19410,locus_tag,NC_000964.3,2115425,2116669,gene,cwlS,0.9969639003265486,ter
Bacillus subtilis,subsp. subtilis 168,GCF_000009045.1,BSU19420,locus_tag,NC_000964.3,2117051,2118268,gene,yojK,0.9961988857592479,ter
Bacillus subtilis,subsp. subtilis 168,GCF_000009045.1,BSU19430,locus_tag,NC_000964.3,2118504,2119127,gene,cdaS,0.9956504474089846,ter
Bacillus subtilis,subsp. subtilis 168,GCF_000009045.1,BSU19440,locus_tag,NC_000964.3,2119393,2120751,gene,mdtK,0.9950543290810384,ter
Bacillus subtilis,subsp. subtilis 168,GCF_000009045.1,BSU19450,locus_tag,NC_000964.3,2120767,2121615,gene,rsbRC,0.9945234445534047,ter
Bacillus subtilis,subsp. subtilis 168,GCF_000009045.1,BSU19460,locus_tag,NC_000964.3,2121641,2122306,gene,bshBB,0.994152204926172,ter
Bacillus subtilis,subsp. subtilis 168,GCF_000009045.1,BSU19470,locus_tag,NC_000964.3,2122325,2122675,gene,yojF,0.9939024187744301,ter
Bacillus subtilis,subsp. subtilis 168,GCF_000009045.1,BSU19479,locus_tag,NC_000964.3,2122672,2122950,gene,yoyC,0.9937548717788143,ter
Bacillus subtilis,subsp. subtilis 168,GCF_000009045.1,BSU19480,locus_tag,NC_000964.3,2123026,2123922,gene,yojE,0.9934403262543985,ter
Bacillus subtilis,subsp. subtilis 168,GCF_000009045.1,BSU19490,locus_tag,NC_000964.3,2124021,2124494,gene,gerT,0.9930686121995271,ter
Bacillus subtilis,subsp. subtilis 168,GCF_000009045.1,BSU19510,locus_tag,NC_000964.3,2124529,2124765,gene,yojB,0.9928838226342784,ter
Bacillus subtilis,subsp. subtilis 168,GCF_000009045.1,BSU19520,locus_tag,NC_000964.3,2124850,2126184,gene,yojA,0.992471070588665,ter
Bacillus subtilis,subsp. subtilis 168,GCF_000009045.1,BSU19530,locus_tag,NC_000964.3,2126549,2126938,gene,yodA,0.9918891850898779,ter
Bacillus subtilis,subsp. subtilis 168,GCF_000009045.1,BSU19540,locus_tag,NC_000964.3,2127345,2127683,gene,arxR,0.9915236385943088,ter
Bacillus subtilis,subsp. subtilis 168,GCF_000009045.1,BSU19550,locus_tag,NC_000964.3,2127813,2128421,gene,noxC,0.9912375587282113,ter
Bacillus subtilis,subsp. subtilis 168,GCF_000009045.1,BSU19560,locus_tag,NC_000964.3,2128464,2129066,gene,yodD,0.9909301296183751,ter
Bacillus subtilis,subsp. subtilis 168,GCF_000009045.1,BSU19570,locus_tag,NC_000964.3,2129082,2129993,gene,yodE,0.9905636342675288,ter
Bacillus subtilis,subsp. subtilis 168,GCF_000009045.1,BSU19579,locus_tag,NC_000964.3,2130177,2130377,gene,yoyD,0.9902127950287575,ter
Bacillus subtilis,subsp. subtilis 168,GCF_000009045.1,BSU19580,locus_tag,NC_000964.3,2130377,2131867,gene,yodF,0.98981190367411,ter
Bacillus subtilis,subsp. subtilis 168,GCF_000009045.1,BSU19590,locus_tag,NC_000964.3,2131902,2133302,gene,ctpA,0.9891097507689286,ter
Bacillus subtilis,subsp. subtilis 168,GCF_000009045.1,BSU19600,locus_tag,NC_000964.3,2133455,2134156,gene,yodH,0.98853877710583,ter
Bacillus subtilis,subsp. subtilis 168,GCF_000009045.1,BSU19610,locus_tag,NC_000964.3,2134244,2134495,gene,yodI,0.9882711999176393,ter
Bacillus subtilis,subsp. subtilis 168,GCF_000009045.1,BSU19620,locus_tag,NC_000964.3,2134566,2135387,gene,ldcB,0.9879832223409872,ter
Bacillus subtilis,subsp. subtilis 168,GCF_000009045.1,BSU19630,locus_tag,NC_000964.3,2135470,2136171,gene,deoD,0.9875828054139785,ter
Bacillus subtilis,subsp. subtilis 168,GCF_000009045.1,BSU19639,locus_tag,NC_000964.3,2136373,2136498,gene,yoyE,0.9872910324162173,ter
Bacillus subtilis,subsp. subtilis 168,GCF_000009045.1,BSU19640,locus_tag,NC_000964.3,2136538,2136852,gene,yodL,0.9871679184439912,ter
Bacillus subtilis,subsp. subtilis 168,GCF_000009045.1,BSU19650,locus_tag,NC_000964.3,2136913,2137524,gene,pgpB,0.9869195555751652,ter
Bacillus subtilis,subsp. subtilis 168,GCF_000009045.1,BSU19660,locus_tag,NC_000964.3,2137602,2137778,gene,yozD,0.9866958629435484,ter
Bacillus subtilis,subsp. subtilis 168,GCF_000009045.1,BSU19669,locus_tag,NC_000964.3,2137897,2138040,gene,yoyF,0.9865637348461882,ter
Bacillus subtilis,subsp. subtilis 168,GCF_000009045.1,BSU19670,locus_tag,NC_000964.3,2138037,2138717,gene,yodN,0.9863699311558054,ter
Bacillus subtilis,subsp. subtilis 168,GCF_000009045.1,BSU19680,locus_tag,NC_000964.3,2138868,2139092,gene,yozE,0.9860838512897078,ter
Bacillus subtilis,subsp. subtilis 168,GCF_000009045.1,BSU19689,locus_tag,NC_000964.3,2139179,2139457,gene,yokU,0.9859234947478488,ter
Bacillus subtilis,subsp. subtilis 168,GCF_000009045.1,BSU19690,locus_tag,NC_000964.3,2139454,2140869,gene,kamA,0.9855233150346593,ter
Bacillus subtilis,subsp. subtilis 168,GCF_000009045.1,BSU19700,locus_tag,NC_000964.3,2140898,2141725,gene,kamB,0.9849777232502278,ter
Bacillus subtilis,subsp. subtilis 168,GCF_000009045.1,BSU19710,locus_tag,NC_000964.3,2141703,2143013,gene,yodQ,0.9844812347263953,ter
Bacillus subtilis,subsp. subtilis 168,GCF_000009045.1,BSU19720,locus_tag,NC_000964.3,2143022,2143675,gene,yodR,0.9840113141503262,ter
Bacillus subtilis,subsp. subtilis 168,GCF_000009045.1,BSU19730,locus_tag,NC_000964.3,2143660,2144349,gene,yodS,0.9837000896193809,ter
Bacillus subtilis,subsp. subtilis 168,GCF_000009045.1,BSU19740,locus_tag,NC_000964.3,2144356,2145690,gene,yodT,0.9832168850694301,ter
Bacillus subtilis,subsp. subtilis 168,GCF_000009045.1,BSU19745,locus_tag,NC_000964.3,2145671,2145826,gene,,0.9828726878175996,ter
Bacillus subtilis,subsp. subtilis 168,GCF_000009045.1,BSU19749,locus_tag,NC_000964.3,2145820,2146053,gene,yoyG,0.9827834954215361,ter
Bacillus subtilis,subsp. subtilis 168,GCF_000009045.1,BSU19750,locus_tag,NC_000964.3,2146013,2146792,gene,cgeE,0.9825624121419316,ter
Bacillus subtilis,subsp. subtilis 168,GCF_000009045.1,BSU19760,locus_tag,NC_000964.3,2146821,2148101,gene,cgeD,0.9820602304864354,ter
Bacillus subtilis,subsp. subtilis 168,GCF_000009045.1,BSU19770,locus_tag,NC_000964.3,2148166,2148471,gene,cgeC,0.981653408786305,ter
Bacillus subtilis,subsp. subtilis 168,GCF_000009045.1,BSU19780,locus_tag,NC_000964.3,2148676,2149077,gene,cgeA,0.981388678163946,ter
Bacillus subtilis,subsp. subtilis 168,GCF_000009045.1,BSU19790,locus_tag,NC_000964.3,2149084,2150037,gene,cgeB,0.981064169659119,ter
Bacillus subtilis,subsp. subtilis 168,GCF_000009045.1,BSU19800,locus_tag,NC_000964.3,2150108,2151256,gene,phyC,0.9805320990623887,ter
Bacillus subtilis,subsp. subtilis 168,GCF_000009045.1,BSU19810,locus_tag,NC_000964.3,2151626,2152045,pseudogene,spsMn,0.979984846781222,ter
Bacillus subtilis,subsp. subtilis 168,GCF_000009045.1,BSU19820,locus_tag,NC_000964.3,2152086,2152262,gene,sprB,0.9798242530255437,ter
Bacillus subtilis,subsp. subtilis 168,GCF_000009045.1,BSU19830,locus_tag,NC_000964.3,2152265,2152852,gene,yotM,0.979641835598488,ter
Bacillus subtilis,subsp. subtilis 168,GCF_000009045.1,BSU19840,locus_tag,NC_000964.3,2152927,2153169,gene,yotL,0.9794096032693758,ter
Bacillus subtilis,subsp. subtilis 168,GCF_000009045.1,BSU19850,locus_tag,NC_000964.3,2153171,2153356,gene,yotK,0.9793073641132497,ter
Bacillus subtilis,subsp. subtilis 168,GCF_000009045.1,BSU19860,locus_tag,NC_000964.3,2153440,2153652,gene,yotJ,0.979173338305335,ter
Bacillus subtilis,subsp. subtilis 168,GCF_000009045.1,BSU19870,locus_tag,NC_000964.3,2153718,2154080,gene,yotI,0.9790058653488964,ter
Bacillus subtilis,subsp. subtilis 168,GCF_000009045.1,BSU19880,locus_tag,NC_000964.3,2154077,2154250,gene,yotH,0.9788803792384773,ter
Bacillus subtilis,subsp. subtilis 168,GCF_000009045.1,BSU19890,locus_tag,NC_000964.3,2154266,2154583,gene,yotG,0.9787565536247932,ter
Bacillus subtilis,subsp. subtilis 168,GCF_000009045.1,BSU19900,locus_tag,NC_000964.3,2154596,2154673,gene,yotF,0.9786569238206796,ter
Bacillus subtilis,subsp. subtilis 168,GCF_000009045.1,BSU19910,locus_tag,NC_000964.3,2154705,2154851,gene,yotE,0.9785888434545353,ter
Bacillus subtilis,subsp. subtilis 168,GCF_000009045.1,BSU19915,locus_tag,NC_000964.3,2154781,2154972,gene,,0.9785421123321297,ter
Bacillus subtilis,subsp. subtilis 168,GCF_000009045.1,BSU19920,locus_tag,NC_000964.3,2154887,2155018,gene,yotD,0.9785060558315933,ter
Bacillus subtilis,subsp. subtilis 168,GCF_000009045.1,BSU19930,locus_tag,NC_000964.3,2155058,2155249,gene,yotC,0.9784106958762275,ter
Bacillus subtilis,subsp. subtilis 168,GCF_000009045.1,BSU19940,locus_tag,NC_000964.3,2155293,2156120,gene,yotB,0.9781483373920618,ter
Bacillus subtilis,subsp. subtilis 168,GCF_000009045.1,BSU19950,locus_tag,NC_000964.3,2156239,2156457,gene,sspC,0.9778439920618768,ter
Bacillus subtilis,subsp. subtilis 168,GCF_000009045.1,BSU19970,locus_tag,NC_000964.3,2156757,2157110,gene,yosX,0.9775662146794554,ter
Bacillus subtilis,subsp. subtilis 168,GCF_000009045.1,BSU19980,locus_tag,NC_000964.3,2157341,2157682,gene,yosW,0.9772919955043237,ter
Bacillus subtilis,subsp. subtilis 168,GCF_000009045.1,BSU19990,locus_tag,NC_000964.3,2157829,2158119,gene,yosV,0.9770725727214545,ter
Bacillus subtilis,subsp. subtilis 168,GCF_000009045.1,BSU19999,locus_tag,NC_000964.3,2158120,2158287,gene,yojW,0.9769636915783876,ter
Bacillus subtilis,subsp. subtilis 168,GCF_000009045.1,BSU20000,locus_tag,NC_000964.3,2158439,2158684,gene,yosU,0.9767938464837559,ter
Bacillus subtilis,subsp. subtilis 168,GCF_000009045.1,BSU20010,locus_tag,NC_000964.3,2158724,2159173,gene,yosT,0.9766102429876037,ter
Bacillus subtilis,subsp. subtilis 168,GCF_000009045.1,BSU20020,locus_tag,NC_000964.3,2159268,2159696,gene,dutB,0.9763571358423914,ter
Bacillus subtilis,subsp. subtilis 168,GCF_000009045.1,BSU20030,locus_tag,NC_000964.3,2159742,2159984,pseudogene,yosR,0.976176378912071,ter
Bacillus subtilis,subsp. subtilis 168,GCF_000009045.1,BSU20040,locus_tag,NC_000964.3,2159981,2161778,gene,nrdFB,0.9756941232173975,ter
Bacillus subtilis,subsp. subtilis 168,GCF_000009045.1,BSU20050,locus_tag,NC_000964.3,2160565,2161086,gene,yosQ,0.9757197423098838,ter
Bacillus subtilis,subsp. subtilis 168,GCF_000009045.1,BSU20060,locus_tag,NC_000964.3,2162108,2165614,gene,nrdEB,0.9742796172128041,ter
Bacillus subtilis,subsp. subtilis 168,GCF_000009045.1,BSU20070,locus_tag,NC_000964.3,2165577,2165972,gene,nrdIB,0.973371799926274,ter
Bacillus subtilis,subsp. subtilis 168,GCF_000009045.1,BSU20080,locus_tag,NC_000964.3,2165972,2166325,gene,yosL,0.973194363989424,ter
Bacillus subtilis,subsp. subtilis 168,GCF_000009045.1,BSU20090,locus_tag,NC_000964.3,2166413,2166613,gene,yosK,0.9730214351151412,ter
Bacillus subtilis,subsp. subtilis 168,GCF_000009045.1,BSU20100,locus_tag,NC_000964.3,2166658,2166852,gene,yosJ,0.9729066236265913,ter
Bacillus subtilis,subsp. subtilis 168,GCF_000009045.1,BSU20110,locus_tag,NC_000964.3,2166873,2167007,gene,yosI,0.9728188545134436,ter
Bacillus subtilis,subsp. subtilis 168,GCF_000009045.1,BSU20120,locus_tag,NC_000964.3,2167039,2167509,gene,yosH,0.9726603956821391,ter
Bacillus subtilis,subsp. subtilis 168,GCF_000009045.1,BSU20130,locus_tag,NC_000964.3,2167570,2167932,gene,yosG,0.9724340936985097,ter
Bacillus subtilis,subsp. subtilis 168,GCF_000009045.1,BSU20140,locus_tag,NC_000964.3,2167975,2168100,gene,yosF,0.9722981701800405,ter
Bacillus subtilis,subsp. subtilis 168,GCF_000009045.1,BSU20150,locus_tag,NC_000964.3,2168114,2168461,gene,yosE,0.9721795632703816,ter
Bacillus subtilis,subsp. subtilis 168,GCF_000009045.1,BSU20160,locus_tag,NC_000964.3,2168476,2168871,gene,yosD,0.971996434201868,ter
Bacillus subtilis,subsp. subtilis 168,GCF_000009045.1,BSU20170,locus_tag,NC_000964.3,2168910,2169452,gene,yosC,0.9717556621752602,ter
Bacillus subtilis,subsp. subtilis 168,GCF_000009045.1,BSU20180,locus_tag,NC_000964.3,2169497,2169676,gene,yosB,0.9715632817677933,ter
Bacillus subtilis,subsp. subtilis 168,GCF_000009045.1,BSU20190,locus_tag,NC_000964.3,2169807,2169926,gene,yosA,0.9714304420289752,ter
Bacillus subtilis,subsp. subtilis 168,GCF_000009045.1,BSU20200,locus_tag,NC_000964.3,2170030,2170242,gene,yorZ,0.9713025837803628,ter
Bacillus subtilis,subsp. subtilis 168,GCF_000009045.1,BSU20210,locus_tag,NC_000964.3,2170309,2170491,gene,yorY,0.9711773348837629,ter
Bacillus subtilis,subsp. subtilis 168,GCF_000009045.1,BSU20220,locus_tag,NC_000964.3,2170504,2170731,gene,yorX,0.9710741468723595,ter
