dataset,normalized_row_number,gene,uniprot_accession,reference_identifier,mapping_status,reference_identifier_duplicated,reference_position_status,analysis_eligibility_status,locus_tag,source_protein_id
zhu_V_natriegens,1910,,,PN96_RS21045,mapped_one_to_one,FALSE,missing_reference_position,missing_reference_position,PN96_RS21045,WP_014234263.1
zhu_V_natriegens,1911,,,PN96_RS21055,mapped_one_to_one,FALSE,missing_reference_position,missing_reference_position,PN96_RS21055,WP_014234265.1
zhu_V_natriegens,1912,,,PN96_RS21065,mapped_one_to_one,FALSE,missing_reference_position,missing_reference_position,PN96_RS21065,WP_014234267.1
zhu_V_natriegens,1913,,,PN96_RS21090,mapped_one_to_one,FALSE,missing_reference_position,missing_reference_position,PN96_RS21090,WP_020334918.1
zhu_V_natriegens,1914,,,PN96_RS21120,mapped_one_to_one,FALSE,missing_reference_position,missing_reference_position,PN96_RS21120,WP_020334924.1
zhu_V_natriegens,1915,,,PN96_RS21170,mapped_one_to_one,FALSE,missing_reference_position,missing_reference_position,PN96_RS21170,WP_020334933.1
zhu_V_natriegens,1916,,,PN96_RS21225,mapped_one_to_one,FALSE,missing_reference_position,missing_reference_position,PN96_RS21225,WP_020334942.1
zhu_V_natriegens,1917,,,PN96_RS21235,mapped_one_to_one,FALSE,missing_reference_position,missing_reference_position,PN96_RS21235,WP_020334945.1
zhu_V_natriegens,1918,,,PN96_RS21240,mapped_one_to_one,FALSE,missing_reference_position,missing_reference_position,PN96_RS21240,WP_020334946.1
zhu_V_natriegens,1919,,,PN96_RS21275,mapped_one_to_one,FALSE,missing_reference_position,missing_reference_position,PN96_RS21275,WP_020334950.1
zhu_V_natriegens,1920,,,PN96_RS21280,mapped_one_to_one,FALSE,missing_reference_position,missing_reference_position,PN96_RS21280,WP_020334951.1
zhu_V_natriegens,1921,,,PN96_RS21300,mapped_one_to_one,FALSE,missing_reference_position,missing_reference_position,PN96_RS21300,WP_014234314.1
zhu_V_natriegens,1922,,,PN96_RS21305,mapped_one_to_one,FALSE,missing_reference_position,missing_reference_position,PN96_RS21305,WP_020334955.1
zhu_V_natriegens,1923,,,PN96_RS21310,mapped_one_to_one,FALSE,missing_reference_position,missing_reference_position,PN96_RS21310,WP_020334956.1
zhu_V_natriegens,1924,,,PN96_RS21340,mapped_one_to_one,FALSE,missing_reference_position,missing_reference_position,PN96_RS21340,WP_020334962.1
zhu_V_natriegens,1925,,,PN96_RS21390,mapped_one_to_one,FALSE,missing_reference_position,missing_reference_position,PN96_RS21390,WP_020334970.1
zhu_V_natriegens,1926,,,PN96_RS21500,mapped_one_to_one,FALSE,missing_reference_position,missing_reference_position,PN96_RS21500,WP_024372981.1
zhu_V_natriegens,1927,,,PN96_RS21525,mapped_one_to_one,FALSE,missing_reference_position,missing_reference_position,PN96_RS21525,WP_024372978.1
zhu_V_natriegens,1928,,,PN96_RS21610,mapped_one_to_one,FALSE,missing_reference_position,missing_reference_position,PN96_RS21610,WP_014234360.1
zhu_V_natriegens,1929,,,PN96_RS21660,mapped_one_to_one,FALSE,missing_reference_position,missing_reference_position,PN96_RS21660,WP_020335997.1
zhu_V_natriegens,1930,,,PN96_RS21665,mapped_one_to_one,FALSE,missing_reference_position,missing_reference_position,PN96_RS21665,WP_020335998.1
zhu_V_natriegens,1931,,,PN96_RS21690,mapped_one_to_one,FALSE,missing_reference_position,missing_reference_position,PN96_RS21690,WP_020336003.1
zhu_V_natriegens,1932,,,PN96_RS21800,mapped_one_to_one,FALSE,missing_reference_position,missing_reference_position,PN96_RS21800,WP_020336023.1
zhu_V_natriegens,1933,,,PN96_RS21805,mapped_one_to_one,FALSE,missing_reference_position,missing_reference_position,PN96_RS21805,WP_020336024.1
zhu_V_natriegens,1934,,,PN96_RS21810,mapped_one_to_one,FALSE,missing_reference_position,missing_reference_position,PN96_RS21810,WP_020336025.1
zhu_V_natriegens,1935,,,PN96_RS21815,mapped_one_to_one,FALSE,missing_reference_position,missing_reference_position,PN96_RS21815,WP_020336026.1
zhu_V_natriegens,1936,,,PN96_RS21970,mapped_one_to_one,FALSE,missing_reference_position,missing_reference_position,PN96_RS21970,WP_020336053.1
zhu_V_natriegens,1937,,,PN96_RS21980,mapped_one_to_one,FALSE,missing_reference_position,missing_reference_position,PN96_RS21980,WP_020336055.1
zhu_V_natriegens,1938,,,PN96_RS22025,mapped_one_to_one,FALSE,missing_reference_position,missing_reference_position,PN96_RS22025,WP_020336065.1
zhu_V_natriegens,1939,,,PN96_RS22030,mapped_one_to_one,FALSE,missing_reference_position,missing_reference_position,PN96_RS22030,WP_020336066.1
zhu_V_natriegens,1940,,,PN96_RS22100,mapped_one_to_one,FALSE,missing_reference_position,missing_reference_position,PN96_RS22100,WP_024372895.1
zhu_V_natriegens,1941,,,PN96_RS22140,mapped_one_to_one,FALSE,missing_reference_position,missing_reference_position,PN96_RS22140,WP_020336090.1
zhu_V_natriegens,1942,,,PN96_RS22165,mapped_one_to_one,FALSE,missing_reference_position,missing_reference_position,PN96_RS22165,WP_020336095.1
zhu_V_natriegens,1943,,,PN96_RS22310,mapped_one_to_one,FALSE,missing_reference_position,missing_reference_position,PN96_RS22310,WP_020335189.1
zhu_V_natriegens,1944,,,PN96_RS22385,mapped_one_to_one,FALSE,missing_reference_position,missing_reference_position,PN96_RS22385,WP_020335204.1
zhu_V_natriegens,1945,,,PN96_RS22390,mapped_one_to_one,FALSE,missing_reference_position,missing_reference_position,PN96_RS22390,WP_020335205.1
zhu_V_natriegens,1946,,,PN96_RS22405,mapped_one_to_one,FALSE,missing_reference_position,missing_reference_position,PN96_RS22405,WP_174522158.1
zhu_V_natriegens,1947,,,PN96_RS22430,mapped_one_to_one,FALSE,missing_reference_position,missing_reference_position,PN96_RS22430,WP_020335213.1
zhu_V_natriegens,1948,,,PN96_RS22530,mapped_one_to_one,FALSE,missing_reference_position,missing_reference_position,PN96_RS22530,WP_020335229.1
zhu_V_natriegens,1949,,,PN96_RS22535,mapped_one_to_one,FALSE,missing_reference_position,missing_reference_position,PN96_RS22535,WP_020335230.1
zhu_V_natriegens,1950,,,PN96_RS22695,mapped_one_to_one,FALSE,missing_reference_position,missing_reference_position,PN96_RS22695,WP_020335257.1
zhu_V_natriegens,1951,,,PN96_RS22710,mapped_one_to_one,FALSE,missing_reference_position,missing_reference_position,PN96_RS22710,WP_020335260.1
zhu_V_natriegens,1952,,,PN96_RS22730,mapped_one_to_one,FALSE,missing_reference_position,missing_reference_position,PN96_RS22730,WP_014234603.1
zhu_V_natriegens,1953,,,PN96_RS22740,mapped_one_to_one,FALSE,missing_reference_position,missing_reference_position,PN96_RS22740,WP_020335264.1
zhu_V_natriegens,1954,,,PN96_RS22745,mapped_one_to_one,FALSE,missing_reference_position,missing_reference_position,PN96_RS22745,WP_020335265.1
zhu_V_natriegens,1955,,,PN96_RS22755,mapped_one_to_one,FALSE,missing_reference_position,missing_reference_position,PN96_RS22755,WP_020335268.1
zhu_V_natriegens,1956,,,PN96_RS22775,mapped_one_to_one,FALSE,missing_reference_position,missing_reference_position,PN96_RS22775,WP_020335271.1
zhu_V_natriegens,1957,,,PN96_RS22795,mapped_one_to_one,FALSE,missing_reference_position,missing_reference_position,PN96_RS22795,WP_020335274.1
zhu_V_natriegens,1958,,,PN96_RS22800,mapped_one_to_one,FALSE,missing_reference_position,missing_reference_position,PN96_RS22800,WP_020335275.1
zhu_V_natriegens,1959,,,PN96_RS22805,mapped_one_to_one,FALSE,missing_reference_position,missing_reference_position,PN96_RS22805,WP_014234617.1
zhu_V_natriegens,1960,,,PN96_RS22840,mapped_one_to_one,FALSE,missing_reference_position,missing_reference_position,PN96_RS22840,WP_020335285.1
zhu_V_natriegens,1961,,,PN96_RS22845,mapped_one_to_one,FALSE,missing_reference_position,missing_reference_position,PN96_RS22845,WP_020335286.1
zhu_V_natriegens,1962,,,PN96_RS22880,mapped_one_to_one,FALSE,missing_reference_position,missing_reference_position,PN96_RS22880,WP_005375625.1
zhu_V_natriegens,1963,,,PN96_RS22895,mapped_one_to_one,FALSE,missing_reference_position,missing_reference_position,PN96_RS22895,WP_020335293.1
zhu_V_natriegens,1964,,,PN96_RS22905,mapped_one_to_one,FALSE,missing_reference_position,missing_reference_position,PN96_RS22905,WP_020335295.1
zhu_V_natriegens,1965,,,PN96_RS22910,mapped_one_to_one,FALSE,missing_reference_position,missing_reference_position,PN96_RS22910,WP_020335296.1
zhu_V_natriegens,1966,,,PN96_RS22960,mapped_one_to_one,FALSE,missing_reference_position,missing_reference_position,PN96_RS22960,WP_020335303.1
zhu_V_natriegens,1967,,,PN96_RS22985,mapped_one_to_one,FALSE,missing_reference_position,missing_reference_position,PN96_RS22985,WP_020335309.1
zhu_V_natriegens,1968,,,PN96_RS22995,mapped_one_to_one,FALSE,missing_reference_position,missing_reference_position,PN96_RS22995,WP_020335311.1
zhu_V_natriegens,1969,,,PN96_RS23000,mapped_one_to_one,FALSE,missing_reference_position,missing_reference_position,PN96_RS23000,WP_014234656.1
zhu_V_natriegens,1970,,,PN96_RS23005,mapped_one_to_one,FALSE,missing_reference_position,missing_reference_position,PN96_RS23005,WP_014234657.1
zhu_V_natriegens,1971,,,PN96_RS23015,mapped_one_to_one,FALSE,missing_reference_position,missing_reference_position,PN96_RS23015,WP_014234659.1
zhu_V_natriegens,1972,,,PN96_RS23075,mapped_one_to_one,FALSE,missing_reference_position,missing_reference_position,PN96_RS23075,WP_014234671.1
zhu_V_natriegens,1973,,,PN96_RS23125,mapped_one_to_one,FALSE,missing_reference_position,missing_reference_position,PN96_RS23125,WP_020335331.1
zhu_V_natriegens,1974,,,PN96_RS23130,mapped_one_to_one,FALSE,missing_reference_position,missing_reference_position,PN96_RS23130,WP_020335332.1
zhu_V_natriegens,1975,,,PN96_RS23135,mapped_one_to_one,FALSE,missing_reference_position,missing_reference_position,PN96_RS23135,WP_014234682.1
zhu_V_natriegens,1976,,,PN96_RS23150,mapped_one_to_one,FALSE,missing_reference_position,missing_reference_position,PN96_RS23150,WP_024372867.1
zhu_V_natriegens,1977,,,PN96_RS23165,mapped_one_to_one,FALSE,missing_reference_position,missing_reference_position,PN96_RS23165,WP_014234689.1
zhu_V_natriegens,1978,,,PN96_RS23200,mapped_one_to_one,FALSE,missing_reference_position,missing_reference_position,PN96_RS23200,WP_020335343.1
zhu_V_natriegens,1979,,,PN96_RS23265,mapped_one_to_one,FALSE,missing_reference_position,missing_reference_position,PN96_RS23265,WP_020335355.1
zhu_V_natriegens,1980,,,PN96_RS23270,mapped_one_to_one,FALSE,missing_reference_position,missing_reference_position,PN96_RS23270,WP_020335356.1
zhu_V_natriegens,1981,,,PN96_RS23275,mapped_one_to_one,FALSE,missing_reference_position,missing_reference_position,PN96_RS23275,WP_020335357.1
zhu_V_natriegens,1982,,,PN96_RS23290,mapped_one_to_one,FALSE,missing_reference_position,missing_reference_position,PN96_RS23290,WP_020335360.1
zhu_V_natriegens,1983,,,PN96_RS23335,mapped_one_to_one,FALSE,missing_reference_position,missing_reference_position,PN96_RS23335,WP_005375342.1
zhu_V_natriegens,1984,,,PN96_RS23350,mapped_one_to_one,FALSE,missing_reference_position,missing_reference_position,PN96_RS23350,WP_020335369.1
zhu_V_natriegens,1985,,,PN96_RS23355,mapped_one_to_one,FALSE,missing_reference_position,missing_reference_position,PN96_RS23355,WP_014234736.1
zhu_V_natriegens,1986,,,PN96_RS23365,mapped_one_to_one,FALSE,missing_reference_position,missing_reference_position,PN96_RS23365,WP_020335371.1
zhu_V_natriegens,1987,,,PN96_RS23370,mapped_one_to_one,FALSE,missing_reference_position,missing_reference_position,PN96_RS23370,WP_020335372.1
zhu_V_natriegens,1988,,,PN96_RS23390,mapped_one_to_one,FALSE,missing_reference_position,missing_reference_position,PN96_RS23390,WP_020335375.1
zhu_V_natriegens,1989,,,PN96_RS23410,mapped_one_to_one,FALSE,missing_reference_position,missing_reference_position,PN96_RS23410,WP_020335376.1
zhu_V_natriegens,1990,,,PN96_RS23440,mapped_one_to_one,FALSE,missing_reference_position,missing_reference_position,PN96_RS23440,WP_020335383.1
zhu_V_natriegens,1991,,,PN96_RS23445,mapped_one_to_one,FALSE,missing_reference_position,missing_reference_position,PN96_RS23445,WP_020335384.1
zhu_V_natriegens,1992,,,PN96_RS23455,mapped_one_to_one,FALSE,missing_reference_position,missing_reference_position,PN96_RS23455,WP_020335386.1
zhu_V_natriegens,1993,,,PN96_RS23460,mapped_one_to_one,FALSE,missing_reference_position,missing_reference_position,PN96_RS23460,WP_014234841.1
zhu_V_natriegens,1994,,,PN96_RS23505,mapped_one_to_one,FALSE,missing_reference_position,missing_reference_position,PN96_RS23505,WP_020335396.1
zhu_V_natriegens,1995,,,PN96_RS23510,mapped_one_to_one,FALSE,missing_reference_position,missing_reference_position,PN96_RS23510,WP_020335397.1
zhu_V_natriegens,1996,,,PN96_RS23535,mapped_one_to_one,FALSE,missing_reference_position,missing_reference_position,PN96_RS23535,WP_024372863.1
zhu_V_natriegens,1997,,,PN96_RS23545,mapped_one_to_one,FALSE,missing_reference_position,missing_reference_position,PN96_RS23545,WP_020335403.1
zhu_V_natriegens,1998,,,PN96_RS23620,mapped_one_to_one,FALSE,missing_reference_position,missing_reference_position,PN96_RS23620,WP_020335419.1
zhu_V_natriegens,1999,,,PN96_RS23625,mapped_one_to_one,FALSE,missing_reference_position,missing_reference_position,PN96_RS23625,WP_014234860.1
